Date, Open , High , Low , Last ,Ask High,Bid Low
22-05-08,1.3575,1.3607,1.3555,1.3596,,1.3555
23-05-08,1.3595,1.3624,1.3566,1.3576,,1.3566
26-05-08,1.3585,1.3634,1.3577,1.3612,,1.3577
27-05-08,1.3614,1.364,1.3593,1.3636,,1.3593
28-05-08,1.3635,1.366,1.36,1.3639,,1.36
29-05-08,1.364,1.369,1.3613,1.366,,1.3613
30-05-08,1.3663,1.3687,1.3599,1.3619,,1.3599
02-06-08,1.3619,1.3658,1.3604,1.3625,,1.3604
03-06-08,1.3622,1.3647,1.357,1.3629,,1.357
04-06-08,1.3632,1.3666,1.36,1.3657,,1.36
05-06-08,1.3662,1.3712,1.3644,1.3652,,1.3644
06-06-08,1.3653,1.3676,1.3613,1.3632,,1.3613
09-06-08,1.3645,1.3659,1.3598,1.3654,,1.3598
10-06-08,1.3652,1.3746,1.3639,1.3736,,1.3639
11-06-08,1.3735,1.3742,1.3692,1.3707,,1.3692
12-06-08,1.3708,1.3813,1.3699,1.3784,,1.3699
13-06-08,1.378,1.3826,1.3765,1.3792,,1.3765
16-06-08,1.3786,1.3803,1.3706,1.3714,,1.3706
17-06-08,1.3715,1.3728,1.3653,1.3666,,1.3653
18-06-08,1.3666,1.3716,1.3635,1.3681,,1.3635
19-06-08,1.3684,1.3718,1.3652,1.3689,,1.3652
20-06-08,1.3691,1.3701,1.3626,1.3641,,1.3626
23-06-08,1.3644,1.3714,1.3628,1.3694,,1.3628
24-06-08,1.3685,1.3701,1.3644,1.3671,,1.3644
25-06-08,1.3675,1.3704,1.3653,1.3656,,1.3653
26-06-08,1.3652,1.3677,1.3629,1.3641,,1.3629
27-06-08,1.3648,1.3663,1.3602,1.3624,,1.3602
30-06-08,1.362,1.3624,1.3549,1.3597,,1.3549
01-07-08,1.3586,1.3639,1.3579,1.3623,,1.3579
02-07-08,1.3615,1.3632,1.3563,1.3583,,1.3563
03-07-08,1.3576,1.3647,1.3562,1.3629,,1.3562
04-07-08,1.3618,1.3634,1.3595,1.3614,,1.3595
07-07-08,1.3614,1.3663,1.3599,1.3626,,1.3599
08-07-08,1.3622,1.3655,1.3601,1.3632,,1.3601
09-07-08,1.3628,1.3646,1.3571,1.3586,,1.3571
10-07-08,1.3584,1.3627,1.3576,1.3601,,1.3576
11-07-08,1.3595,1.3616,1.3544,1.3549,,1.3544
14-07-08,1.3545,1.3581,1.3514,1.3522,,1.3514
15-07-08,1.3525,1.353,1.3438,1.3476,,1.3438
16-07-08,1.3467,1.3505,1.3446,1.3476,,1.3446
17-07-08,1.3478,1.3537,1.3469,1.3512,,1.3469
18-07-08,1.3505,1.3553,1.3496,1.3519,,1.3496
21-07-08,1.3524,1.3535,1.3493,1.3505,,1.3493
22-07-08,1.3501,1.3598,1.3496,1.3577,,1.3496
23-07-08,1.3577,1.3656,1.3552,1.3646,,1.3552
24-07-08,1.3643,1.365,1.359,1.3613,,1.359
25-07-08,1.3615,1.3631,1.3568,1.36,,1.3568
28-07-08,1.3596,1.3646,1.3594,1.3624,,1.3594
29-07-08,1.3625,1.3693,1.3591,1.367,,1.3591
30-07-08,1.3667,1.3709,1.3651,1.3678,,1.3651
31-07-08,1.3673,1.3705,1.3641,1.3671,,1.3641
01-08-08,1.3683,1.3731,1.3664,1.3715,,1.3664
04-08-08,1.3724,1.374,1.3676,1.3723,,1.3676
05-08-08,1.3717,1.3815,1.37,1.3805,,1.37
06-08-08,1.3795,1.3835,1.3754,1.3827,,1.3754
07-08-08,1.382,1.3931,1.3801,1.39,,1.3801
08-08-08,1.3893,1.4059,1.3878,1.4054,,1.3878
11-08-08,1.4066,1.4142,1.4011,1.4127,,1.4011
12-08-08,1.4124,1.4142,1.4057,1.4085,,1.4057
13-08-08,1.408,1.4097,1.4012,1.404,,1.4012
14-08-08,1.4034,1.4123,1.4025,1.4103,,1.4025
15-08-08,1.4105,1.4193,1.41,1.418,,1.41
18-08-08,1.4157,1.4169,1.4097,1.4125,,1.4097
19-08-08,1.4127,1.4201,1.4105,1.4109,,1.4105
20-08-08,1.411,1.4169,1.4067,1.4124,,1.4067
21-08-08,1.4122,1.4154,1.4036,1.4039,,1.4036
22-08-08,1.4041,1.4126,1.4016,1.412,,1.4016
25-08-08,1.4111,1.4207,1.4105,1.4183,,1.4105
26-08-08,1.4185,1.4278,1.4163,1.4263,,1.4163
27-08-08,1.4259,1.4265,1.4142,1.4174,,1.4142
28-08-08,1.4171,1.4189,1.4102,1.4161,,1.4102
29-08-08,1.4173,1.4187,1.4117,1.4156,,1.4117
01-09-08,1.415,1.425,1.4149,1.4238,,1.4149
02-09-08,1.4238,1.4354,1.4231,1.4311,,1.4231
03-09-08,1.432,1.4407,1.4297,1.4348,,1.4297
04-09-08,1.4348,1.4388,1.4252,1.4376,,1.4252
05-09-08,1.4395,1.4426,1.4302,1.4346,,1.4302
08-09-08,1.4271,1.4344,1.4128,1.4327,,1.4128
09-09-08,1.4326,1.4379,1.4277,1.4348,,1.4277
10-09-08,1.435,1.4393,1.4283,1.4391,,1.4283
11-09-08,1.4392,1.4475,1.4345,1.4369,,1.4345
12-09-08,1.4355,1.439,1.4251,1.4335,,1.4251
15-09-08,1.4315,1.4387,1.4223,1.4238,,1.4223
16-09-08,1.4256,1.439,1.4233,1.4368,,1.4233
17-09-08,1.4365,1.4376,1.4265,1.4286,,1.4265
18-09-08,1.4293,1.4365,1.4267,1.4304,,1.4267
19-09-08,1.43,1.4372,1.4246,1.4263,,1.4246
22-09-08,1.4255,1.4279,1.4063,1.4078,,1.4063
23-09-08,1.4086,1.418,1.4047,1.4164,,1.4047
24-09-08,1.4175,1.4237,1.4117,1.4226,,1.4117
25-09-08,1.4221,1.4234,1.4169,1.4228,,1.4169
26-09-08,1.4228,1.4286,1.42,1.4273,,1.42
29-09-08,1.4275,1.4352,1.4229,1.4306,,1.4229
30-09-08,1.4307,1.4367,1.4236,1.4335,,1.4236
01-10-08,1.4341,1.4381,1.4293,1.438,,1.4293
02-10-08,1.4374,1.4506,1.4355,1.4492,,1.4355
03-10-08,1.449,1.453,1.4445,1.4495,,1.4445
06-10-08,1.4512,1.4696,1.4511,1.4663,,1.4511
07-10-08,1.466,1.4688,1.4548,1.4668,,1.4548
08-10-08,1.4666,1.4726,1.4611,1.4684,,1.4611
09-10-08,1.4671,1.4748,1.465,1.4737,,1.465
10-10-08,1.4736,1.4849,1.4713,1.4825,,1.4713
13-10-08,1.4825,1.4825,1.46,1.4603,,1.46
14-10-08,1.4576,1.465,1.454,1.464,,1.454
15-10-08,1.465,1.4801,1.4645,1.479,,1.4645
16-10-08,1.4794,1.4872,1.4751,1.4755,,1.4751
17-10-08,1.4765,1.4839,1.4716,1.4791,,1.4716
20-10-08,1.4773,1.4799,1.4737,1.4757,,1.4737
21-10-08,1.4764,1.4849,1.4717,1.4826,,1.4717
22-10-08,1.4826,1.501,1.4825,1.4991,,1.4825
23-10-08,1.499,1.5091,1.4979,1.4994,,1.4979
24-10-08,1.5006,1.5155,1.4988,1.5071,,1.4988
27-10-08,1.509,1.5131,1.5011,1.5105,,1.5011
28-10-08,1.5126,1.5143,1.4825,1.4863,,1.4825
29-10-08,1.4845,1.5035,1.4835,1.4873,,1.4835
30-10-08,1.4879,1.4919,1.4569,1.4669,,1.4569
31-10-08,1.4685,1.4877,1.4678,1.482,,1.4678
03-11-08,1.482,1.482,1.4637,1.4784,,1.4637
04-11-08,1.4774,1.4871,1.4701,1.4721,,1.4701
05-11-08,1.4739,1.4829,1.467,1.4774,,1.467
06-11-08,1.4781,1.5025,1.4774,1.5019,,1.4774
07-11-08,1.5007,1.5074,1.4899,1.4949,,1.4899
10-11-08,1.4932,1.4937,1.4765,1.4885,,1.4765
11-11-08,1.4889,1.51,1.4868,1.5038,,1.4868
12-11-08,1.5043,1.5108,1.4986,1.5102,,1.4986
13-11-08,1.5098,1.5245,1.5065,1.5084,,1.5065
14-11-08,1.5095,1.5238,1.504,1.517,,1.504
17-11-08,1.5185,1.5283,1.5155,1.5228,,1.5155
18-11-08,1.5221,1.5292,1.5205,1.5271,,1.5205
19-11-08,1.5248,1.5295,1.5225,1.529,,1.5225
20-11-08,1.5283,1.5334,1.5249,1.5307,,1.5249
21-11-08,1.5293,1.5346,1.5259,1.526,,1.5259
24-11-08,1.5264,1.5329,1.5072,1.509,,1.5072
25-11-08,1.5069,1.5187,1.5053,1.5071,,1.5053
26-11-08,1.5067,1.514,1.5065,1.508,,1.5065
27-11-08,1.5093,1.5139,1.5069,1.5087,,1.5069
28-11-08,1.5089,1.5133,1.504,1.5127,,1.504
01-12-08,1.5115,1.5319,1.51,1.5307,,1.51
02-12-08,1.5304,1.5337,1.5253,1.5292,,1.5253
03-12-08,1.5275,1.531,1.5232,1.5237,,1.5232
04-12-08,1.5224,1.5298,1.5205,1.5259,,1.5205
05-12-08,1.5264,1.5279,1.5155,1.5219,,1.5155
08-12-08,1.5244,1.525,1.4985,1.4996,,1.4985
09-12-08,1.5013,1.5112,1.501,1.5059,,1.501
10-12-08,1.5055,1.5068,1.4955,1.4998,,1.4955
11-12-08,1.4995,1.5004,1.4832,1.4862,,1.4832
12-12-08,1.4875,1.4966,1.478,1.4894,,1.478
15-12-08,1.4904,1.4905,1.4721,1.4754,,1.4721
16-12-08,1.4748,1.4805,1.4574,1.4589,,1.4574
17-12-08,1.4598,1.462,1.4243,1.4334,,1.4243
18-12-08,1.4331,1.4402,1.4153,1.4382,,1.4153
19-12-08,1.4408,1.4595,1.437,1.459,,1.437
22-12-08,1.4575,1.4587,1.4427,1.4444,,1.4427
23-12-08,1.4435,1.4531,1.4374,1.4507,,1.4374
24-12-08,1.4504,1.4524,1.4405,1.4454,,1.4405
25-12-08,1.4458,1.4458,1.4395,1.4426,,1.4395
26-12-08,1.4449,1.4499,1.4414,1.4474,,1.4414
29-12-08,1.4459,1.4475,1.4346,1.4444,,1.4346
30-12-08,1.447,1.4475,1.4345,1.4366,,1.4345
31-12-08,1.4361,1.4445,1.4295,1.4303,,1.4295
01-01-09,1.4319,1.439,1.4308,1.4372,,1.4308
02-01-09,1.4334,1.462,1.4322,1.4614,,1.4322
05-01-09,1.451,1.4762,1.4492,1.4718,,1.4492
06-01-09,1.4709,1.4805,1.4673,1.4699,,1.4673
07-01-09,1.4697,1.4771,1.4663,1.4719,,1.4663
08-01-09,1.4716,1.4843,1.4699,1.4761,,1.4699
09-01-09,1.4764,1.4845,1.4742,1.4835,,1.4742
12-01-09,1.4814,1.49,1.4804,1.4888,,1.4804
13-01-09,1.4888,1.494,1.4844,1.4879,,1.4844
14-01-09,1.4878,1.4961,1.4817,1.4915,,1.4817
15-01-09,1.4924,1.499,1.4911,1.494,,1.4911
16-01-09,1.4936,1.4943,1.4845,1.4887,,1.4845
19-01-09,1.4852,1.4958,1.4795,1.4941,,1.4795
20-01-09,1.494,1.5109,1.4926,1.5072,,1.4926
21-01-09,1.5066,1.5115,1.496,1.4968,,1.496
22-01-09,1.4971,1.5029,1.4908,1.4968,,1.4908
23-01-09,1.4965,1.5105,1.495,1.502,,1.495
26-01-09,1.5024,1.5099,1.4946,1.4991,,1.4946
27-01-09,1.4982,1.5076,1.494,1.5041,,1.494
28-01-09,1.5045,1.5046,1.4959,1.5014,,1.4959
29-01-09,1.501,1.508,1.4979,1.5059,,1.4979
30-01-09,1.5058,1.5119,1.505,1.5085,,1.505
02-02-09,1.5085,1.5177,1.5081,1.5134,,1.5081
03-02-09,1.5126,1.5158,1.5019,1.5032,,1.5019
04-02-09,1.5034,1.5101,1.5,1.5089,,1.5
05-02-09,1.5076,1.5113,1.5015,1.504,,1.5015
06-02-09,1.505,1.5064,1.4936,1.4953,,1.4936
09-02-09,1.4954,1.5004,1.4896,1.4935,,1.4896
10-02-09,1.4936,1.5084,1.4914,1.5068,,1.4914
11-02-09,1.505,1.511,1.5025,1.5042,,1.5025
12-02-09,1.5044,1.5136,1.5038,1.5108,,1.5038
13-02-09,1.5081,1.5116,1.5028,1.5069,,1.5028
16-02-09,1.5087,1.5182,1.5087,1.5141,,1.5087
17-02-09,1.5138,1.5308,1.5116,1.5286,,1.5116
18-02-09,1.5296,1.5336,1.5252,1.5321,,1.5252
19-02-09,1.5316,1.5327,1.5209,1.5267,,1.5209
20-02-09,1.5278,1.5403,1.5248,1.529,,1.5248
23-02-09,1.529,1.5335,1.5169,1.5295,,1.5169
24-02-09,1.5299,1.5337,1.5196,1.52,,1.5196
25-02-09,1.5202,1.5312,1.5193,1.5292,,1.5193
26-02-09,1.5284,1.5385,1.5278,1.5378,,1.5278
27-02-09,1.5386,1.5492,1.5378,1.548,,1.5378
02-03-09,1.5502,1.5573,1.5473,1.5562,,1.5473
03-03-09,1.5531,1.5579,1.5452,1.5504,,1.5452
04-03-09,1.5527,1.5573,1.543,1.5439,,1.543
05-03-09,1.5441,1.5577,1.543,1.5541,,1.543
06-03-09,1.5541,1.5561,1.5402,1.5455,,1.5402
09-03-09,1.5453,1.5526,1.5396,1.5484,,1.5396
10-03-09,1.5479,1.5516,1.5316,1.5341,,1.5316
11-03-09,1.5321,1.5412,1.5244,1.527,,1.5244
12-03-09,1.5266,1.5394,1.5257,1.5289,,1.5257
13-03-09,1.5281,1.5442,1.5261,1.5401,,1.5261
16-03-09,1.542,1.5439,1.5277,1.5328,,1.5277
17-03-09,1.5333,1.5361,1.5284,1.5288,,1.5284
18-03-09,1.5288,1.5332,1.5059,1.5117,,1.5059
19-03-09,1.5106,1.5208,1.5043,1.5114,,1.5043
20-03-09,1.5115,1.517,1.5063,1.515,,1.5063
23-03-09,1.51,1.5137,1.5049,1.5079,,1.5049
24-03-09,1.5079,1.5143,1.5026,1.5116,,1.5026
25-03-09,1.5116,1.5166,1.5049,1.5091,,1.5049
26-03-09,1.509,1.5109,1.5052,1.5073,,1.5052
27-03-09,1.5073,1.5163,1.5014,1.5143,,1.5014
30-03-09,1.5178,1.5243,1.5155,1.5228,,1.5155
31-03-09,1.5227,1.5241,1.5169,1.522,,1.5169
01-04-09,1.5211,1.5255,1.5181,1.5185,,1.5181
02-04-09,1.519,1.52,1.4964,1.5007,,1.4964
03-04-09,1.5008,1.5084,1.4963,1.505,,1.4963
06-04-09,1.5039,1.5083,1.4972,1.5066,,1.4972
07-04-09,1.5065,1.5149,1.5042,1.5126,,1.5042
08-04-09,1.5138,1.5216,1.5111,1.5171,,1.5111
09-04-09,1.5172,1.5183,1.5099,1.5142,,1.5099
10-04-09,1.5139,1.5187,1.5135,1.5155,,1.5135
13-04-09,1.5135,1.5179,1.5116,1.5137,,1.5116
14-04-09,1.513,1.5165,1.4953,1.4977,,1.4953
15-04-09,1.4988,1.505,1.4978,1.4996,,1.4978
16-04-09,1.499,1.501,1.4943,1.4964,,1.4943
17-04-09,1.4969,1.5029,1.4946,1.5005,,1.4946
20-04-09,1.4992,1.5117,1.4984,1.5089,,1.4984
21-04-09,1.51,1.5134,1.5024,1.5054,,1.5024
22-04-09,1.5054,1.5085,1.5036,1.507,,1.5036
23-04-09,1.5068,1.5071,1.4967,1.4976,,1.4967
24-04-09,1.4978,1.4988,1.484,1.4896,,1.484
27-04-09,1.4916,1.4979,1.4894,1.4977,,1.4894
28-04-09,1.4977,1.5029,1.4948,1.4966,,1.4948
29-04-09,1.497,1.4977,1.4805,1.4849,,1.4805
30-04-09,1.4859,1.488,1.4717,1.4806,,1.4717
01-05-09,1.4815,1.4841,1.4759,1.4805,,1.4759
04-05-09,1.4813,1.4842,1.4699,1.4708,,1.4699
05-05-09,1.4706,1.4751,1.4676,1.4729,,1.4676
06-05-09,1.4736,1.4801,1.4697,1.4722,,1.4697
07-05-09,1.4722,1.4741,1.4618,1.4718,,1.4618
08-05-09,1.4719,1.4723,1.4572,1.4589,,1.4572
11-05-09,1.4621,1.466,1.4548,1.4656,,1.4548
12-05-09,1.466,1.467,1.4543,1.4611,,1.4543
13-05-09,1.461,1.4658,1.4514,1.4655,,1.4514
14-05-09,1.4655,1.47,1.4612,1.464,,1.4612
15-05-09,1.464,1.4722,1.4611,1.4717,,1.4611
18-05-09,1.4721,1.4747,1.462,1.464,,1.462
19-05-09,1.464,1.4662,1.4588,1.463,,1.4588
20-05-09,1.463,1.4663,1.4545,1.4585,,1.4545
21-05-09,1.461,1.461,1.4519,1.455,,1.4519
22-05-09,1.454,1.4543,1.4391,1.442,,1.4391
25-05-09,1.443,1.4491,1.4403,1.4465,,1.4403
26-05-09,1.4464,1.4541,1.4429,1.4493,,1.4429
27-05-09,1.4493,1.4569,1.4436,1.4564,,1.4436
28-05-09,1.4564,1.4579,1.4493,1.4523,,1.4493
29-05-09,1.4523,1.4531,1.4408,1.4438,,1.4408
01-06-09,1.4436,1.444,1.435,1.4416,,1.435
02-06-09,1.4416,1.4435,1.4351,1.4369,,1.4351
03-06-09,1.4376,1.4463,1.4324,1.445,,1.4324
04-06-09,1.4457,1.4507,1.4373,1.4462,,1.4373
05-06-09,1.4461,1.4566,1.4413,1.4559,,1.4413
08-06-09,1.4577,1.4614,1.4528,1.4563,,1.4528
09-06-09,1.4564,1.4645,1.4523,1.454,,1.4523
10-06-09,1.4542,1.4585,1.4437,1.4551,,1.4437
11-06-09,1.4551,1.4563,1.4461,1.4504,,1.4461
12-06-09,1.4496,1.4545,1.4451,1.4497,,1.4451
15-06-09,1.4533,1.4621,1.4506,1.46,,1.4506
16-06-09,1.4602,1.463,1.4545,1.4626,,1.4545
17-06-09,1.4625,1.464,1.4523,1.4544,,1.4523
18-06-09,1.4544,1.458,1.4498,1.4547,,1.4498
19-06-09,1.4558,1.4576,1.4521,1.4542,,1.4521
22-06-09,1.4549,1.46,1.4547,1.459,,1.4547
23-06-09,1.4593,1.462,1.4509,1.4541,,1.4509
24-06-09,1.4535,1.4577,1.4507,1.4571,,1.4507
25-06-09,1.4573,1.4599,1.4535,1.4552,,1.4535
26-06-09,1.455,1.4567,1.4514,1.4541,,1.4514
29-06-09,1.4542,1.4562,1.449,1.4515,,1.449
30-06-09,1.4516,1.4518,1.4441,1.4472,,1.4441
01-07-09,1.4472,1.4502,1.4417,1.4437,,1.4417
02-07-09,1.4444,1.4535,1.4432,1.451,,1.4432
03-07-09,1.4548,1.4551,1.4487,1.4522,,1.4487
06-07-09,1.4548,1.4588,1.4522,1.4537,,1.4522
07-07-09,1.4541,1.46,1.453,1.4591,,1.453
08-07-09,1.4591,1.4656,1.4578,1.4627,,1.4578
09-07-09,1.4639,1.4655,1.4557,1.4583,,1.4557
10-07-09,1.4584,1.465,1.4556,1.4621,,1.4556
13-07-09,1.4611,1.4683,1.4587,1.4606,,1.4587
14-07-09,1.4606,1.4614,1.4564,1.4586,,1.4564
15-07-09,1.4586,1.4588,1.4499,1.4507,,1.4499
16-07-09,1.4507,1.4541,1.4489,1.4498,,1.4489
17-07-09,1.4512,1.4547,1.4475,1.4505,,1.4475
20-07-09,1.4504,1.4508,1.4371,1.4405,,1.4371
21-07-09,1.4406,1.4439,1.4387,1.4406,,1.4387
22-07-09,1.4416,1.4451,1.44,1.4416,,1.44
23-07-09,1.4416,1.4429,1.4374,1.442,,1.4374
24-07-09,1.442,1.4444,1.4381,1.4397,,1.4381
27-07-09,1.4391,1.4423,1.4379,1.4393,,1.4379
28-07-09,1.4399,1.4423,1.4357,1.4407,,1.4357
29-07-09,1.4405,1.4484,1.4382,1.4473,,1.4382
30-07-09,1.4475,1.4475,1.4408,1.4434,,1.4408
31-07-09,1.4435,1.4435,1.4375,1.438,,1.4375
03-08-09,1.4392,1.4395,1.4305,1.4321,,1.4305
04-08-09,1.4321,1.4346,1.4299,1.4331,,1.4299
05-08-09,1.4325,1.4361,1.4307,1.4334,,1.4307
06-08-09,1.4334,1.4372,1.4302,1.4367,,1.4302
07-08-09,1.4365,1.4407,1.4338,1.4403,,1.4338
10-08-09,1.4397,1.4444,1.437,1.444,,1.437
11-08-09,1.444,1.4489,1.4418,1.4474,,1.4418
12-08-09,1.448,1.451,1.4409,1.4444,,1.4409
13-08-09,1.4441,1.4453,1.4396,1.4413,,1.4396
14-08-09,1.4415,1.4452,1.4387,1.4428,,1.4387
17-08-09,1.445,1.4525,1.4443,1.451,,1.4443
18-08-09,1.4512,1.4518,1.4469,1.4486,,1.4469
19-08-09,1.4487,1.4531,1.4457,1.4479,,1.4457
20-08-09,1.4482,1.4486,1.4363,1.44,,1.4363
21-08-09,1.4402,1.445,1.4356,1.4401,,1.4356
24-08-09,1.4368,1.4458,1.4355,1.4446,,1.4355
25-08-09,1.4435,1.4445,1.4373,1.4419,,1.4373
26-08-09,1.4424,1.4465,1.439,1.4443,,1.439
27-08-09,1.4447,1.4467,1.4405,1.4419,,1.4405
28-08-09,1.4418,1.4429,1.4372,1.4416,,1.4372
31-08-09,1.4415,1.4438,1.4381,1.4405,,1.4381
01-09-09,1.4407,1.4456,1.4375,1.4436,,1.4375
02-09-09,1.4439,1.446,1.4414,1.4417,,1.4414
03-09-09,1.4425,1.4432,1.437,1.4396,,1.437
04-09-09,1.4398,1.442,1.4359,1.4373,,1.4359
07-09-09,1.4384,1.4388,1.4302,1.4339,,1.4302
08-09-09,1.4334,1.4341,1.4229,1.4255,,1.4229
09-09-09,1.4255,1.4275,1.4215,1.4242,,1.4215
10-09-09,1.4245,1.4274,1.4215,1.4242,,1.4215
11-09-09,1.4251,1.426,1.4198,1.4214,,1.4198
14-09-09,1.4224,1.427,1.4208,1.4232,,1.4208
15-09-09,1.4232,1.4242,1.4183,1.4187,,1.4183
16-09-09,1.4176,1.4193,1.4095,1.4107,,1.4095
17-09-09,1.4113,1.417,1.4083,1.4131,,1.4083
18-09-09,1.4149,1.4179,1.4123,1.4145,,1.4123
21-09-09,1.4164,1.4199,1.4141,1.4177,,1.4141
22-09-09,1.4184,1.4184,1.41,1.412,,1.41
23-09-09,1.4122,1.4146,1.407,1.4139,,1.407
24-09-09,1.4164,1.421,1.4094,1.4188,,1.4094
25-09-09,1.4186,1.4211,1.4133,1.4158,,1.4133
28-09-09,1.4157,1.4224,1.4124,1.4183,,1.4124
29-09-09,1.4182,1.421,1.4153,1.4178,,1.4153
30-09-09,1.4186,1.419,1.4064,1.4086,,1.4064
01-10-09,1.4085,1.415,1.4054,1.4141,,1.4054
02-10-09,1.4142,1.4187,1.4115,1.415,,1.4115
05-10-09,1.4145,1.4161,1.4071,1.4085,,1.4071
06-10-09,1.4086,1.4091,1.3979,1.401,,1.3979
07-10-09,1.401,1.4046,1.3973,1.3998,,1.3973
08-10-09,1.3997,1.3997,1.3869,1.3884,,1.3869
09-10-09,1.3886,1.3966,1.3878,1.3954,,1.3878
12-10-09,1.394,1.4017,1.392,1.3983,,1.392
13-10-09,1.3982,1.3992,1.3939,1.3949,,1.3939
14-10-09,1.3952,1.3977,1.3891,1.3893,,1.3891
15-10-09,1.3893,1.3941,1.3842,1.3895,,1.3842
16-10-09,1.3897,1.3983,1.3863,1.392,,1.3863
19-10-09,1.3949,1.3992,1.3879,1.3888,,1.3879
20-10-09,1.3893,1.3968,1.3859,1.3943,,1.3859
21-10-09,1.3947,1.3974,1.3879,1.3902,,1.3879
22-10-09,1.3897,1.3995,1.3884,1.3918,,1.3884
23-10-09,1.3916,1.3949,1.3896,1.3946,,1.3896
26-10-09,1.395,1.3998,1.3903,1.3974,,1.3903
27-10-09,1.3975,1.4007,1.3948,1.3967,,1.3948
28-10-09,1.3967,1.4042,1.3957,1.4032,,1.3957
29-10-09,1.4033,1.4055,1.3955,1.3971,,1.3955
30-10-09,1.3971,1.4021,1.3941,1.3984,,1.3941
02-11-09,1.4024,1.4037,1.3955,1.4004,,1.3955
03-11-09,1.4003,1.4039,1.3954,1.3996,,1.3954
04-11-09,1.3995,1.4005,1.3928,1.3958,,1.3928
05-11-09,1.3949,1.3983,1.3929,1.3947,,1.3929
06-11-09,1.3945,1.396,1.3902,1.3924,,1.3902
09-11-09,1.3909,1.3928,1.3833,1.3872,,1.3833
10-11-09,1.386,1.3899,1.3838,1.388,,1.3838
11-11-09,1.3876,1.3895,1.3839,1.3862,,1.3839
12-11-09,1.3865,1.3901,1.3833,1.39,,1.3833
13-11-09,1.3897,1.3907,1.3844,1.3851,,1.3844
16-11-09,1.385,1.3866,1.3824,1.384,,1.3824
17-11-09,1.3841,1.3882,1.3805,1.3853,,1.3805
18-11-09,1.3849,1.3862,1.3814,1.3823,,1.3814
19-11-09,1.3826,1.392,1.3816,1.3878,,1.3816
20-11-09,1.3877,1.3911,1.3853,1.3881,,1.3853
23-11-09,1.3885,1.3897,1.3825,1.3845,,1.3825
24-11-09,1.385,1.3883,1.3831,1.3857,,1.3831
25-11-09,1.3847,1.3865,1.3769,1.3793,,1.3769
26-11-09,1.379,1.3852,1.3774,1.3842,,1.3774
27-11-09,1.3835,1.393,1.3835,1.387,,1.3835
30-11-09,1.3848,1.3854,1.3799,1.384,,1.3799
01-12-09,1.384,1.3852,1.3787,1.3795,,1.3787
02-12-09,1.3798,1.3816,1.3781,1.38,,1.3781
03-12-09,1.3801,1.3817,1.3775,1.3804,,1.3775
04-12-09,1.3812,1.3896,1.3798,1.3875,,1.3798
07-12-09,1.3892,1.3922,1.386,1.3889,,1.386
08-12-09,1.3892,1.3945,1.3866,1.3937,,1.3866
09-12-09,1.3937,1.3945,1.3885,1.3914,,1.3885
10-12-09,1.3913,1.3916,1.387,1.3886,,1.387
11-12-09,1.3888,1.3937,1.3872,1.3905,,1.3872
14-12-09,1.3912,1.3932,1.3895,1.3907,,1.3895
15-12-09,1.3907,1.3952,1.3894,1.3945,,1.3894
16-12-09,1.3942,1.3979,1.3928,1.3967,,1.3928
17-12-09,1.3968,1.4046,1.3955,1.4032,,1.3955
18-12-09,1.4034,1.4052,1.399,1.403,,1.399
21-12-09,1.403,1.4063,1.4008,1.406,,1.4008
22-12-09,1.4061,1.4091,1.4033,1.4072,,1.4033
23-12-09,1.406,1.412,1.4057,1.4077,,1.4057
24-12-09,1.4075,1.4092,1.4024,1.4055,,1.4024
25-12-09,1.4055,1.408,1.4041,1.406,,1.4041
28-12-09,1.406,1.408,1.4031,1.4051,,1.4031
29-12-09,1.4049,1.4074,1.4002,1.4044,,1.4002
30-12-09,1.4049,1.4071,1.4022,1.4046,,1.4022
31-12-09,1.4048,1.4055,1.3992,1.4053,,1.3992
01-01-10,1.4053,1.4053,1.402,1.402,,1.402
04-01-10,1.403,1.4057,1.3958,1.397,,1.3958
05-01-10,1.3975,1.3989,1.3919,1.3965,,1.3919
06-01-10,1.3967,1.3985,1.392,1.3927,,1.392
07-01-10,1.3947,1.398,1.3907,1.3969,,1.3907
08-01-10,1.398,1.4001,1.3927,1.3927,,1.3927
11-01-10,1.3919,1.3925,1.386,1.3868,,1.386
12-01-10,1.3875,1.3929,1.386,1.3898,,1.386
13-01-10,1.3905,1.3927,1.3858,1.3883,,1.3858
14-01-10,1.3882,1.3895,1.3837,1.3876,,1.3837
15-01-10,1.3876,1.3916,1.3857,1.3891,,1.3857
18-01-10,1.3895,1.3922,1.3869,1.3898,,1.3869
19-01-10,1.389,1.3927,1.3852,1.3901,,1.3852
20-01-10,1.3906,1.4013,1.389,1.4005,,1.389
21-01-10,1.4005,1.4049,1.396,1.4043,,1.396
22-01-10,1.4046,1.4067,1.3984,1.4038,,1.3984
25-01-10,1.4027,1.4044,1.3967,1.3979,,1.3967
26-01-10,1.3984,1.4068,1.395,1.4025,,1.395
27-01-10,1.4031,1.4068,1.4006,1.4035,,1.4006
28-01-10,1.4035,1.4068,1.3996,1.4037,,1.3996
29-01-10,1.4045,1.4081,1.4018,1.4049,,1.4018
01-02-10,1.4075,1.4137,1.4064,1.4098,,1.4064
02-02-10,1.4093,1.4132,1.4066,1.4067,,1.4066
03-02-10,1.4078,1.4127,1.405,1.4114,,1.405
